2026-05-01T00:38:05.707Z | GET /api/admin/utilizadores?page=1&limit=10 | 6ms | 304
2026-05-01T00:38:12.680Z | GET /api/admin/reservas?page=1&limit=10 | 7ms | 304
2026-05-01T00:38:12.694Z | GET /api/admin/reservas?page=1&limit=10 | 11ms | 304
2026-05-01T00:38:13.179Z | GET /api/admin/quartos/?page=1&limit=10&sortBy=room_number&order=asc | 10ms | 304
2026-05-01T00:38:13.191Z | GET /api/admin/quartos/?page=1&limit=10&sortBy=room_number&order=asc | 6ms | 304
2026-05-01T00:38:13.225Z | GET /api/admin/quartos/estatisticas | 51ms | 304
2026-05-01T00:38:13.237Z | GET /api/admin/quartos/estatisticas | 8ms | 304
2026-05-01T00:38:13.631Z | GET /api/admin/dashboard/metrics | 5ms | 200
2026-05-01T00:38:13.685Z | GET /api/admin/dashboard/metrics | 5ms | 200
2026-05-01T00:38:13.732Z | GET /api/admin/dashboard/ocupacao-por-tipo | 33ms | 404
2026-05-01T00:38:13.734Z | GET /api/admin/dashboard/ocupacao-por-tipo | 36ms | 404
2026-05-01T00:38:44.217Z | GET /api/admin/dashboard/metrics | 4ms | 200
2026-05-01T00:39:14.261Z | GET /api/admin/dashboard/metrics | 9ms | 200
2026-05-01T00:39:44.756Z | GET /api/admin/dashboard/metrics | 5ms | 200
2026-05-01T00:40:14.804Z | GET /api/admin/dashboard/metrics | 4ms | 200
2026-05-01T00:41:13.746Z | POST /api/auth/login | 195ms | 200
2026-05-01T00:41:13.773Z | GET /api/admin/dashboard/metrics | 9ms | 200
2026-05-01T00:41:13.780Z | GET /api/admin/dashboard/metrics | 4ms | 200
2026-05-01T00:41:13.829Z | GET /api/admin/dashboard/ocupacao-por-tipo | 29ms | 404
2026-05-01T00:41:13.840Z | GET /api/admin/dashboard/ocupacao-por-tipo | 38ms | 404
2026-05-01T00:41:15.597Z | GET /api/admin/quartos/estatisticas | 11ms | 304
2026-05-01T00:41:15.606Z | GET /api/admin/quartos/?page=1&limit=10&sortBy=room_number&order=asc | 18ms | 304
2026-05-01T00:41:15.619Z | GET /api/admin/quartos/estatisticas | 18ms | 304
2026-05-01T00:41:15.624Z | GET /api/admin/quartos/?page=1&limit=10&sortBy=room_number&order=asc | 12ms | 304
2026-05-01T00:41:16.506Z | GET /api/admin/dashboard/metrics | 11ms | 200
2026-05-01T00:41:16.521Z | GET /api/admin/dashboard/metrics | 10ms | 200
2026-05-01T00:41:16.555Z | GET /api/admin/dashboard/ocupacao-por-tipo | 26ms | 404
2026-05-01T00:41:16.555Z | GET /api/admin/dashboard/ocupacao-por-tipo | 24ms | 404
2026-05-01T00:41:17.078Z | GET /api/admin/reservas?page=1&limit=10 | 22ms | 304
2026-05-01T00:41:17.091Z | GET /api/admin/reservas?page=1&limit=10 | 11ms | 304
2026-05-01T00:41:17.739Z | GET /api/admin/logs | 15ms | 304
2026-05-01T00:41:17.748Z | GET /api/admin/logs | 7ms | 304
2026-05-01T00:41:20.910Z | GET /api/admin/relatorios/receita?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=month&periodo=mes | 20ms | 500
2026-05-01T00:41:20.911Z | GET /api/admin/relatorios/receita?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=month&periodo=mes | 21ms | 500
2026-05-01T00:41:21.758Z | GET /api/admin/financeiro/dashboard?startDate=2026-04-01&endDate=2026-05-01&status=todos&metodo=todos | 85ms | 304
2026-05-01T00:41:21.786Z | GET /api/admin/financeiro/dashboard?startDate=2026-04-01&endDate=2026-05-01&status=todos&metodo=todos | 26ms | 304
2026-05-01T00:41:25.925Z | GET /api/admin/dashboard/metrics | 5ms | 200
2026-05-01T00:41:25.933Z | GET /api/admin/dashboard/metrics | 6ms | 200
2026-05-01T00:41:25.968Z | GET /api/admin/dashboard/ocupacao-por-tipo | 19ms | 404
2026-05-01T00:41:25.981Z | GET /api/admin/dashboard/ocupacao-por-tipo | 31ms | 404
2026-05-01T00:41:55.930Z | GET /api/admin/dashboard/metrics | 10ms | 200
2026-05-01T00:42:26.169Z | GET /api/admin/dashboard/metrics | 14ms | 200
2026-05-01T00:42:56.153Z | GET /api/admin/dashboard/metrics | 7ms | 200
2026-05-01T00:43:26.168Z | GET /api/admin/dashboard/metrics | 11ms | 200
2026-05-01T00:43:56.634Z | GET /api/admin/dashboard/metrics | 5ms | 200
2026-05-01T00:44:02.450Z | GET /api/admin/dashboard/metrics | 20ms | 200
2026-05-01T00:44:02.482Z | GET /api/admin/dashboard/metrics | 8ms | 200
2026-05-01T00:44:02.560Z | GET /api/admin/dashboard/ocupacao-por-tipo | 56ms | 404
2026-05-01T00:44:02.577Z | GET /api/admin/dashboard/ocupacao-por-tipo | 71ms | 404
2026-05-01T00:44:09.445Z | GET /api/admin/dashboard/metrics | 47ms | 200
2026-05-01T00:44:09.453Z | GET /api/admin/dashboard/metrics | 5ms | 200
2026-05-01T00:44:09.865Z | GET /api/admin/reservas?limit=500 | 323ms | 200
2026-05-01T00:44:09.876Z | GET /api/admin/reservas?limit=500 | 9ms | 304
2026-05-01T00:44:13.505Z | GET /api/admin/dashboard/metrics | 4ms | 200
2026-05-01T00:44:13.560Z | GET /api/admin/reservas?limit=500 | 18ms | 304
2026-05-01T00:44:16.161Z | GET /api/admin/reservas?page=1&limit=10 | 15ms | 304
2026-05-01T00:44:16.170Z | GET /api/admin/reservas?page=1&limit=10 | 6ms | 304
2026-05-01T00:45:02.127Z | GET /api/admin/financeiro/dashboard?startDate=2026-04-01&endDate=2026-05-01&status=todos&metodo=todos | 66ms | 304
2026-05-01T00:45:02.184Z | GET /api/admin/financeiro/dashboard?startDate=2026-04-01&endDate=2026-05-01&status=todos&metodo=todos | 52ms | 304
2026-05-01T00:45:08.150Z | GET /api/admin/quartos/estatisticas | 15ms | 304
2026-05-01T00:45:08.164Z | GET /api/admin/quartos/estatisticas | 11ms | 304
2026-05-01T00:45:08.234Z | GET /api/admin/quartos/?page=1&limit=10&sortBy=room_number&order=asc | 90ms | 304
2026-05-01T00:45:08.257Z | GET /api/admin/quartos/?page=1&limit=10&sortBy=room_number&order=asc | 20ms | 304
2026-05-01T00:45:12.126Z | GET /api/admin/relatorios/receita?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=month&periodo=mes | 63ms | 500
2026-05-01T00:45:12.135Z | GET /api/admin/relatorios/receita?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=month&periodo=mes | 71ms | 500
2026-05-01T00:45:15.046Z | GET /api/admin/relatorios/receita?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=day&periodo=mes | 141ms | 304
2026-05-01T00:45:17.429Z | GET /api/admin/relatorios/comparativo?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=day&periodo=mes | 174ms | 200
2026-05-01T00:45:17.446Z | GET /api/admin/relatorios/comparativo?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=day&periodo=mes | 12ms | 304
2026-05-01T00:45:19.844Z | GET /api/admin/reservas?limit=500 | 33ms | 304
2026-05-01T00:45:19.865Z | GET /api/admin/reservas?limit=500 | 18ms | 304
2026-05-01T00:45:26.066Z | GET /api/admin/reservas?limit=500 | 6ms | 304
2026-05-01T00:45:26.085Z | GET /api/admin/reservas?limit=500 | 8ms | 304
2026-05-01T00:45:29.500Z | GET /api/admin/reservas?limit=500 | 7ms | 304
2026-05-01T00:45:29.512Z | GET /api/admin/reservas?limit=500 | 8ms | 304
2026-05-01T00:45:37.164Z | GET /api/admin/financeiro/dashboard | 17ms | 200
2026-05-01T00:45:37.188Z | GET /api/admin/financeiro/dashboard | 22ms | 304
2026-05-01T00:45:42.351Z | GET /api/admin/utilizadores?page=1&limit=10 | 18ms | 200
2026-05-01T00:45:42.366Z | GET /api/admin/utilizadores?page=1&limit=10 | 9ms | 304
2026-05-01T00:45:44.937Z | GET /api/admin/logs | 24ms | 200
2026-05-01T00:45:44.953Z | GET /api/admin/logs | 10ms | 304
2026-05-01T00:45:47.377Z | GET /api/admin/quartos/lixeira? | 7ms | 200
2026-05-01T00:45:47.387Z | GET /api/admin/quartos/lixeira? | 5ms | 304
2026-05-01T00:45:51.183Z | GET /api/admin/quartos/lixeira? | 3ms | 304
